id_prestador,id_especialidad
50700282378571,3
52421052354757,3
53421472354720,1
53421472354720,4
14067602222582,1
14067602222582,4
50067562222588,3
10140142236999,1
10140142236999,4
51020122319950,105
50700282378559,9
51140142336933,105
50064272222428,9
53068612222579,10
52420212354826,3
51820772389333,105
10140142237000,1
10140142237000,4
52064342322782,3
50260212330498,9
10062662222628,1
10062662222628,4
52064272322730,3
50500212362005,8
50260212330503,9
50020052319877,9
52066582322916,3
53020042319965,1
53020042319965,4
14500072361934,1
14500072361934,4
52421052754749,3
52420702354766,3
52063572322737,3
51020122319900,105
51020132319912,105
53060772322894,3
53064272222426,10
50062452122434,9
50064902222515,9
10420212154829,1
10420212154829,4
50500072362023,9
53060352222559,10
52421402354727,3
50260072330493,9
51500212362040,101
53060912222552,10
50260212330459,9
50067282222536,9
51140142336959,105
51501262362007,101
52060562322767,3
51020062319896,105
53020132319964,1
53020132319964,4
52060562322915,3
51820842389285,105
52060772322694,3
14501192362002,1
14501192362002,4
52063712322788,3
53060352322865,2
53060352322865,5
51020052319913,105
52020022319755,3
50500212362034,9
53700282378614,1
53700282378614,4
51020072319885,105
51140142336923,105
50700282378592,9
14500072362025,1
14500072362025,4
51140142336906,105
52064342322593,10
14066382222639,9
14066382222639,1
14066382222639,4
50020012319822,101
51060562322922,105
53020142319968,1
53020142319968,4
52421052354733,3
51061962322808,105
50500072362033,9
52060492322901,3
51140142336907,105
51820842389332,105
51020092319893,105
52020042319902,10
50260772330417,9
51063572322261,101
50700282378576,9
52064902322401,3
50063572222484,101
12180212340363,1
12180212340363,4
51140142336917,105
51140142336942,105
51140352336958,105
51065152322771,105
10066382222615,1
10066382222615,4
53700282378587,1
53700282378587,4
52068052322760,101
51020062319894,105
50940142395744,9
53020012319969,1
53020012319969,4
50500212361917,9
51700282378574,9
51700282378574,101
51020072319922,105
51140142336935,105
52064272322721,3
53063572322868,2
53063572322868,5
51020132319873,105
50260212330517,9
52064342322910,3
52060562322921,3
50064342222521,9
10060352317224,1
10060352317224,4
52067492322751,3
51062102322824,105
52260072330442,3
50421052354714,9
53420212354726,10
50020052319764,101
53020112319970,1
53020112319970,4
53020112319971,1
53020112319971,4
53020022319972,1
53020022319972,4
50700282378580,3
50500072361968,9
51020112319759,105
50500212361972,9
53660282374758,105
51020042019887,105
50260772330427,9
13066582322602,1
13066582322602,4
53500072362045,1
53500072362045,4
52062602322258,3
52064342322272,3
53066582222526,105
51067912322315,105
50260072330466,105
50500072362011,9
10820842389342,1
10820842389342,4
51020142319727,105
50062702222357,9
52061262222544,10
52420072354763,3
52420212354795,3
53060422322729,3
52940072395739,3
53020092319967,1
53020092319967,4
52420072354682,3
52066582322869,3
52260772330507,3
53420212354735,9
53420212354735,105
52062102322713,3
51064342322758,105
52068402322805,3
51020042319921,105
52060772322890,3
53061342222444,10
53061342222444,101
50064342222517,10
52062522322684,3
51820632189286,105
52060282322886,3
51421262354699,105
51820842389340,105
51821332389311,105
13063712322604,1
13063712322604,4
52064132322689,3
10140142237001,1
10140142237001,4
14500212362039,1
14500212362039,4
52062242322853,3
10780142183614,1
10780142183614,4
50421472354838,9
51067912322882,105
52060492322900,3
52062102323057,3
51500772362080,101
52060562323189,3
50260212330683,9
52067842124109,10
52062742124403,10
50260212330583,9
51020142320106,105
50260212330672,9
51260212330649,105
53020012320005,101
50260352330566,9
15260212330674,101
15260212330674,1
15260212330674,4
53500072162169,10
52260072330664,10
50420212354875,9
53020032320768,1
53020032320768,4
52500212362164,3
52066512323063,3
52062242323064,3
14501052362079,1
14501052362079,4
51020142320776,105
51500212362049,105
53020032319977,105
52062172322959,3
51064902322995,105
52020012320794,10
53063642323220,105
51260352330631,105
50020032320095,9
52067492323265,3
51065392323133,105
14501192362077,1
14501192362077,4
53020132319974,1
53020132319974,4
50500632362141,9
50066582224082,3
51020142320775,105
51062452323218,105
52020132320792,3
51260212330673,101
53660282374779,105
52700842378635,3
51065602323254,105
51181192340383,105
50260212330555,9
52501122362153,3
52063572323117,3
50260212330552,9
13260212330614,1
13260212330614,4
50580352368922,9
50500702362152,9
52064412323045,3
53940142195766,1
53940142195766,4
50260142330610,9
50260352330573,9
53020032320300,2
53020032320300,5
51020132320774,105
52065812124340,101
51500212162167,105
50140142337007,101
53063712323221,105
50700072378663,8
14500072362075,1
14500072362075,4
50020022320778,8
53061752322963,105
51060912322934,105
51066582323132,105
52260212330611,3
14500072362076,1
14500072362076,4
51020142320025,105
51060562323029,105
52020012320793,10
52420212354860,3
53420072354869,101
50580352368783,9
52066582323058,3
51500072362161,9
51500072362161,101
50260772330641,9
53020142320772,1
53020142320772,4
52060492323187,3
51065682323206,105
51060282323211,105
50260212330578,9
50420212354871,9
52060282323164,3
52700282378645,3
52260912330603,3
51064122322994,105
53580352368788,1
53580352368788,4
51066862323010,101
51066862323010,105
51580562368884,105
52301132344279,3
51060562322954,105
52060562323197,3
50260212330556,9
52060912323120,3
51140142337015,105
53500982262053,10
50260352330568,10
50260842330601,9
51067492323028,105
51062242323129,105
53064972323262,105
51068262322956,105
52620072171251,10
51700422378633,105
51064412322989,105
53060282323169,2
53060282323169,5
50260212330563,3
50940072395753,8
52067632323041,3
50020022320084,9
50260212330599,9
53064272323047,2
53064272323047,5
53660282374777,105
51062032323020,105
50580352368955,9
14500982362072,1
14500982362072,4
50260352330535,9
50260772330585,9
50940072395748,9
52067602323137,3
50260212330590,9
52062242322960,3
50063572123021,10
52065682323089,3
52060562323196,3
51062452322992,105
53660282374776,105
14067632323013,1
14067632323013,4
50067562223006,9
52940072395763,3
10064132323122,1
10064132323122,4
14500282362068,1
14500282362068,4
52060912322933,3
52260212330551,3
50820632284602,1
50820632284602,4
52700282378647,3
50420072354872,9
14064412123003,1
14064412123003,4
51063572323219,105
50940142395772,9
14500072362081,8
14500072362081,1
14500072362081,4
51060562323198,101
51064342323258,105
50260772330581,9
14501052362067,1
14501052362067,4
53020022319984,101
51860492393563,105
50580352368736,3
53020142320123,1
53020142320123,4
14500212362065,1
14500212362065,4
51061192322998,105
51065392323033,105
50421052354862,9
51260072330564,105
51300562344137,101
14063712123002,1
14063712123002,4
52260212330584,3
50260912330597,9
51068052322946,105
51064272322951,105
51068402323192,105
51068402323209,105
51063712323079,105
51065392323238,105
52940072395747,3
51701052378648,105
50940142395758,3
51065682322984,105
51067142323022,105
52421192354870,3
51020132320105,105
51068262322981,105
51820212389359,105
50260352330559,9
53064972323231,105
14500212362066,8
14500212362066,1
14500212362066,4
52060422323183,3
51820912389349,105
52068682323051,3
51140142337028,105
52065682323090,3
51820842389364,105
51060562318909,105
51260212330538,105
51066582323131,105
14500982362061,1
14500982362061,4
52060562323195,3
51060912323009,105
51067912322953,105
14500072362058,1
14500072362058,4
14501052362059,1
14501052362059,4
50064342224121,10
51068612322955,105
51421332354878,105
53020052320215,105
51500912362158,101
51065682323205,105
51500072362122,105
51063572323204,105
53500282362134,1
53500282362134,4
50500772362165,9
53700282378653,1
53700282378653,4
10820142389365,1
10820142389365,4
52064622223453,3
10062522222977,1
10062522222977,4
51821122389350,105
52067492323059,3
52066582124093,10
50580632368829,10
52060492323186,3
14500072362074,1
14500072362074,4
52260072330656,10
14500072362073,1
14500072362073,4
51064102223601,101
52064412124108,10
14500072362057,1
14500072362057,4
53062452124086,9
51067912323255,105
50260212330600,9
50500072362124,9
52060842224079,10
52060352323176,3
52063642323015,3
52063292323017,3
51500632362129,105
51065392322983,105
51060352323213,105
53101122325027,3
50260352330643,9
50500212362121,9
53020032320158,2
53020032320158,5
51064412323156,105
14500072362078,8
14500072362078,1
14500072362078,4
50500072362117,9
10500072362133,1
10500072362133,4
15260912330653,101
53062452124087,9
10340142147998,1
10340142147998,4
52500702362118,3
51060562323215,105
50260072330602,9
51020032320107,105
50500072362160,9
51700282378619,105
51061192323158,105
52068822223991,3
51060912323216,105
51064102323222,105
51064102323223,105
51066382323232,105
14500072362069,1
14500072362069,4
53580352368930,9
52063222124271,10
15060282323004,101
52063642323048,3
51064412323226,105
50500212362146,9
53580352368932,105
52066582323095,3
53067352323239,105
50060562323200,3
51140142337014,105
51065682323235,105
52940142195784,3
51064412323157,105
50500982362163,9
51260072330617,105
50260212330644,9
52062242323065,3
50500072362145,9
51064412323227,105
51140142337016,105
50700282378657,9
51064082323032,105
53068612323236,105
50260772330665,9
51460142355835,101
50500212362154,9
52260352330668,3
51064342319944,105
53020052319973,1
53020052319973,4
51300152344306,101
14500982362064,1
14500982362064,4
52060282323165,3
50260072330575,101
53540422166271,1
53540422166271,4
50260072330553,8
15061472222979,101
51180212340394,105
51063572323081,105
52260772330565,3
52020112320089,10
14500282362071,1
14500282362071,4
51300152344295,101
51700842378659,105
52020122320094,3
14500072362063,1
14500072362063,4
10064902223623,101
10064902223623,1
10064902223623,4
50940072395764,9
51060562323214,105
52020032320080,10
51260352330531,105
50260352330625,9
14500072362056,101
14500072362056,1
14500072362056,4
52064102323039,3
52620422171256,10
52421402354858,3
14500072362055,1
14500072362055,4
53066582323237,105
14020022320157,1
14020022320157,4
52065742224269,3
51140142335317,105
52063572323110,3
51064272323225,105
50260772330595,9
50700842378624,105
51060632323256,105
52780142383625,3
51020042320104,105
52064622223452,3
51260072330571,101
50260212330609,9
50260772330661,9
50660562374794,9
10065392323212,1
10065392323212,4
50500842362119,101
11064902223011,101
11064902223011,1
11064902223011,4
52067492323269,3
52260772330615,3
52067492323266,3
50260212330606,9
53700282378651,1
53700282378651,4
51500072362144,105
50260352330666,9
51062702322947,105
14500072362054,1
14500072362054,4
51067782322957,105
51064202323154,105
50260352330791,101
50500072362210,9
51260772330770,105
50700422178676,9
51700982378695,105
50700282178675,9
52500212362182,3
51060702319462,105
50260212330799,9
15020032320826,101
15020032320826,1
15020032320826,4
50260212330690,9
50260072330691,10
51260212330789,101
14500212162194,1
14500212162194,4
53020012320873,101
50260772330811,9
53020012320890,105
50620142371283,9
50260772330716,9
51260772330783,105
50260212330784,9
50700842178678,9
50500702362230,9
15020152319382,101
15020152319382,1
15020152319382,4
50260212330793,10
52260212330815,3
53020022320912,101
50260212330790,9
51260212330788,105
52260072330687,3
51260212330739,105
52260212330814,3
15700282378667,101
15700282378667,1
15700282378667,4
50260212330685,9
50260842330785,9
52500772362227,3
50260212330759,3
50700282178674,9
11065152224990,1
11065152224990,4
50260212330700,9
15700352378683,101
15700352378683,1
15700352378683,4
50260212330794,9
52500702362214,3
51700772378696,105
53700282178679,9
50260772330817,9
50260772330737,9
50260072330776,9
52060982124439,10
52501052362178,3
53260352330735,2
53260352330735,5
51620772371270,105
52620422371274,3
50260072330708,9
50260142330724,9
51260772330688,105
51063712321005,105
51260212330698,105
50260352330765,3
52064272124485,10
50260352330689,9
50620422371281,8
52020152320807,3
50501052362189,9
50260212330761,9
50260212330761,101
53020052320893,2
53020052320893,5
13500562162196,1
13500562162196,4
50260072330706,9
51500072362176,105
50700772178671,9
53541052166296,1
53541052166296,4
50260772330738,9
53260772330694,2
53260772330694,5
50260772330715,9
10062522224518,101
10062522224518,1
10062522224518,4
52062452124586,10
10260772130746,1
10260772130746,4
50260772330779,9
51300562344371,9
51300562344371,101
50500212362211,10
13500982162201,10
50700982178673,9
50061122224521,1
50061122224521,4
50260772330745,9
50260772330748,9
51620142371272,105
50260772330754,9
50260772330753,9
52620422371280,3
50260212330771,9
50500982362173,2
50500982362173,5
50064552224510,1
50064552224510,4
52020092320799,3
50700772178669,9
50700282378686,3
50620422371277,8
15020012320816,101
15020012320816,1
15020012320816,4
51064412321064,105
52460422155881,10
52460142355878,3
52620422371273,3
51500632362184,105
53460142355889,2
53460142355889,5
50940142395806,9
51060422321124,105
50620142371276,10
50260212330703,9
50260212330756,9
53540702166295,10
50260212330762,9
